#{"t_start": 1765462498.5628595, "env_id": "None"}
r,l,t--8169.0,3000,125.878265
-14921.79,75,133.40154117245.85,2162,151.927175
-18295.67,819,160.865911117038.17,2336,235.642334
17988.0,892,252.19526417392.5,2297,254.139194
17529.83,1732,277.780423
17782.95,1328,304.444764
17817.14,1534,371.562214
17914.35,1049,415.74-5373517466.35,1640,445.276359
17796.21,1105,458.544135
-14881.96,106,459.7917327.17625.05,1884,488.4318168.18296.8,718,504.2531798717779.85,1031,531.1461783718184.15,830,550.7317185.25,2514,598.44537
-14957.03,49,600.023577
17864.25,1282,631.74202
17589.4,1576,662.985058
18102.55,789,681.286274
-14994.9,6,681.549995
-14937.05,61,684.212714
17806.17,1244,710.516989
17705.05,1445,729.54406
1717301.5,2186,755.37995717598.25,1547,776.450898
18047.35,867,789.906796
-14992.83,10,791.343936
17829.8,1339,824.472304
17570.1,1929,878.736455
17191.05,2488,920.907452
17970.4,1176,941.931084
-14993.0,9,943.121103
17888.53,1167,973.181521
18119.55,742,1012.2397
18131.89,882,1030.32278
17986.4,1026,1052.142546
-14940.75,60,1054.087577
18130.7,784,1073.581855
18010.66,1135,1102.639935
18097.27,1001,1122.151374
17142.37,1905,1190.314451
-14933.05,63,1194.87996
-14942.15,69,1199.906583
18238.5,636,1237.387084
-14916.9,78,1243.520568
-14777.87,240,1260.706723
18127.14,976,1298.121424
-14949.46,52,1301.9709118117806.1,1169,1352.082758
-14922.17847.8,1245,1359.517775.317669.7,1345,1410.418094.718025.9,976,1437.5718020.18060.29,963,1468.895391
-14908.5,86,1473.126507
-14949.12,51,1479.275691817864.76,1283,1538.17779.4517884.64,1008,1565.17976.0517978.3,1395,1612.417558.118282.2,668,1647.84118025.65,812,1654.051727
17959.25,1287,1740.062625
17415.75,1772,1821.989017
-14939.6,60,1827.117374
-18118.55,888,1842.98261417887.15,1128,1890.594653
18180.16,779,1935.480972
18093.15,919,1980.784921
-14991.25,11,1984.678802
17460.35,1956,2023.77237617694.25,1403,2057.308192
17534.8,1311,2065.60465
117816.6,1153,2121.488291
17990.4,1026,2134.36291817785.8,1322,2186.425995
17974.1,1232,2207.415441
18305.8,684,2222.241542
18309.15,844,2235.282107
-14944.0,55,2237.04689
18089.52,1014,2272.825758
-14902.2,96,2279.901567
-14909.55,81,2289.994424118209.3,742,2320.28235
-14943.718004.25,1103,2371.414993
18282.0,660,240017932.55,17597.03,1451,246517780.77,18160.85,878,2512.931528
-14994.0,8,2515.8817641.17786.55,1661,2602.7518302.79,682,2622.869145
-1494817875.97,1222,266017889.6,118152.14,790,268818343.5,517962.4,1062,2733.002469
-14920.36,80,2718031.6,1017311.55,1663,2822.588222
17759.5,1398,2880.580281
18025.95,1000,2918.501544
17860.65,1250,2972.168092
-14939.2,62,2977.247482
18035.0,1097,3017.68116
18204.2,716,3064.502591
17672.61,1772,3148.589621
-14948.26,54,3154.92971
18031.1,1036,3192.808298
17806.45,1256,3247.359958
17803.0,1081,3266.081332
-14903.0,88,3269.116004
17102.36,2363,3315.070814
-14905.55,91,3317.481292
-14908.6,83,3319.554797
17960.4,1097,3337.758429
17940.5,988,3357.160748
-14929.3,69,3359.185167
18050.06,917,3376.521005
17964.14,1137,3392.384312
17993.25,1323,3414.432033
17934.4,855,3428.030793
-14916.7,77,3431.595401
18241.64,884,3447.637018
-14988.65,14,3448.311299
17828.35,1196,3469.721105
17683.7,1345,3492.996846
17175.5,2528,3537.60966
18000.28,925,3554.256885
-14949.9,52,3556.172594
18322.25,732,3570.462585
17896.7,1096,3588.678043
18008.75,889,3604.335862
18269.6,768,3616.395482
-14897.1,93,3618.663846
17286.25,2202,3659.368454
17942.85,1028,4210.202302
18172.25,893,4254.081482
17868.5,1327,4312.07196
-14931.4,77,4323.358115
17524.95,1820,4396.95624
18167.68,957,4522.480714
17975.88,979,4563.937062
18091.45,846,4606.515138
-14934.0,62,4611.620757
-14934.55,64,4616.461701
18083.8,1042,4661.939857
-14986.5,15,4665.385661
17779.29,1458,4729.601358
-14938.4,60,4739.507243
17947.88,1019,4795.954294
-14944.6,54,4800.514115
18295.91,753,4844.602829
17833.3,1237,4896.020133
18006.25,1001,4924.467109
17118.98,2504,5022.898638
17324.8,1716,5108.569857
18342.5,683,5141.321792
-14926.7,72,5147.476393
17715.49,1330,5209.115021
17932.81,1051,5251.217692
-14940.64,60,5259.798618
18246.0,826,5290.5738
17918.35,1238,5339.765329
-14912.3,82,5345.507958
17089.8,2830,5467.623073
17885.8,1112,5516.307925
18115.42,744,5545.34427
17020.25,2459,5656.175972
18048.15,1088,5706.9835
18157.65,754,5746.769536
17981.05,1579,5833.493336
18283.15,605,5868.369353
18118.2,1092,5913.628967
18310.9,663,5944.859966
17845.8,1228,5974.433424
18002.35,927,5994.431178
-14945.27,57,5997.456081
18405.8,505,6015.886183
17158.8,2394,6135.283042
17794.49,1231,6188.116678
17913.0,1517,6259.274621
18317.0,612,6290.398646
17805.3,1720,6358.411543
960.65,110117407.5,2124,518002.4,842,17695.5,1626,6061.697873
-14878.51,112,6067.24957
18021.9,984,6114.64313
17650.25,1447,6183.724927
18212.45,765,6218.963071
-14892.2,95,6223.611563
17873.0,1338,6284.52206
17235.85,2518,6388.216815
