#{"t_start": 1765462498.5628595, "env_id": "None"}
r,l,t--8169.0,3000,125.878265
-14945.55,54,6393.080137
,6248.311995
17039.7,2654,6357.807132
4.69,1127,6108.222973
17546.4,1791,6198.179539
18242.4,898,6233.3657617518028.85,978,6279.6772917917944.0,1113,6325.187513
18034.65,1100,6375.0547617686.1,1276,6376.820453
1
17361.9,2101,5980.594688
-14922.55,72,5982.959446
17818.2,1366,6028.583764
17112.15,2145,6134.795212
17848.35,1239,6186.982403
18019.83,806,6226.459219
18213.14,842,6268.720897
18010.35,1117,6313.573597
17801.7,1398,6373.060719
